,word,cluster,frequency_rank
16137,sfas,0,174
15596,accruals,0,880
16294,denominate,0,963
14230,consol,0,1492
13320,ameren,0,1515
16110,recoverability,0,1687
16378,ffo,0,1728
15059,questar,0,1769
14708,sublease,0,1778
16538,husi,0,1906
15053,instal,0,1926
16080,persistency,0,1966
15772,lifo,0,1987
15380,hospira,0,2001
15755,determinable,0,2086
14686,pepco,0,2111
15785,collectibility,0,2205
14775,leaseback,0,2272
15308,revpar,0,2286
14758,genco,0,2406
16148,payables,0,2408
15409,pseg,0,2434
14214,timberlands,0,2494
15224,ngl,0,2616
15530,federate,0,2626
15002,mmbtu,0,2771
16500,telaprevir,0,2890
13474,centerpoint,0,2896
16090,depreciable,0,2950
16245,verint,0,3121
15948,reinsure,0,3128
16221,accrete,0,3156
15013,oneok,0,3229
16440,hereof,0,3247
15991,nonmonetary,0,3280
15204,terex,0,3282
15491,dpl,0,3283
15303,undistributed,0,3307
15731,nicor,0,3351
12976,subsea,0,3376
15905,assurant,0,3414
15897,actuarially,0,3427
15975,thereunder,0,3470
16571,nonregulated,0,3504
16540,covanta,0,3511
16244,realizability,0,3547
15008,cnx,0,3555
15206,floorplan,0,3567
16478,reclassifications,0,3591
13202,conservatorship,0,3602
16531,payors,0,3608
14506,pinedale,0,3620
14531,sophisticate,0,3663
14505,sequent,0,3707
14812,discontinuance,0,3714
14963,palmsource,0,3718
13684,paperboard,0,3745
15842,meadwestvaco,0,3804
15334,securitize,0,3806
13248,b.v.,0,3821
12765,welders,0,3873
16335,undrawn,0,3884
15864,windstream,0,3894
15983,obligor,0,3898
15478,longwall,0,3905
16428,shurgard,0,3910
15100,provigil,0,3918
16190,actiq,0,3932
14800,sdg,0,3941
16214,workover,0,3951
15177,mgic,0,3967
16551,u.s.government,0,3979
15888,curtailments,0,4023
14575,maxtor,0,4052
14415,cintas,0,4055
15750,monoline,0,4066
15554,covidien,0,4103
16001,coinsurance,0,4125
16356,revlimid,0,4127
16030,mandatorily,0,4175
16398,westerngeco,0,4186
15705,remarketing,0,4198
14641,pulpwood,0,4203
14154,iden,0,4206
12467,wellhead,0,4289
15719,chargebacks,0,4303
15449,nonqualified,0,4308
14275,osb,0,4323
16130,conectiv,0,4362
14782,shareowners,0,4383
15472,e.g,0,4409
14776,nexgen,0,4414
16313,conwood,0,4432
15165,unitedhealthcare,0,4446
15271,genworth,0,4448
15804,baseload,0,4456
15450,illiquidity,0,4470
15603,aristos,0,4483
13799,tektronix,0,4485
15083,kewaunee,0,4486
15462,eqt,0,4567
15693,semiannually,0,4586
16447,tippingpoint,0,4599
15977,yrc,0,4654
14846,teradata,0,4664
14426,uinta,0,4677
16273,kcsm,0,4683
14581,photofinishing,0,4708
16309,semisubmersible,0,4717
14883,cnf,0,4719
16200,applera,0,4739
16210,amegy,0,4762
15483,coltec,0,4768
16018,zevalin,0,4774
15209,sithe,0,4784
15695,homesites,0,4801
15024,hijau,0,4826
16529,eurocurrency,0,4864
14756,biopharmaceuticals,0,4865
14734,ceridian,0,4898
15475,prepress,0,4902
15873,qtl,0,4954
15262,nondeductible,0,4979
14312,hotels.com,0,5013
15886,fluvirin,0,5032
13954,zetia,0,5043
16365,denbury,0,5045
14717,anthropologie,0,5069
13882,gamestop,0,5113
15085,palmone,0,5114
14871,moneygram,0,5128
14113,rehear,0,5129
16562,severities,0,5195
15168,investable,0,5202
15927,blg,0,5214
15724,globalfoundries,0,5215
15508,trabecular,0,5253
15733,volatilities,0,5264
15675,sanmina,0,5276
16049,carryovers,0,5278
15120,demutualization,0,5291
15619,year.the,0,5303
14412,hamp,0,5314
15822,drd,0,5322
14903,tfm,0,5331
14860,noteholders,0,5342
15518,amevive,0,5344
15280,spansion,0,5352
16268,disallowance,0,5366
13448,vytorin,0,5374
15671,vincor,0,5380
15636,mediaflo,0,5392
15366,whn,0,5422
15910,bpu,0,5423
16022,guaranties,0,5439
14769,closeout,0,5479
15942,proforma,0,5481
15067,unmarketable,0,5489
13660,citrix,0,5502
15665,conexant,0,5546
14772,storagetek,0,5548
15569,varco,0,5551
16537,apmt,0,5552
16263,nonrecourse,0,5554
15960,roadbuilding,0,5573
15304,cerezyme,0,5576
15107,regeneron,0,5604
12949,toggle,0,5612
15548,peps,0,5633
12506,candelaria,0,5637
15797,aimco,0,5640
16172,hereunder,0,5697
14309,sapient,0,5708
16020,alexion,0,5732
16465,swingline,0,5749
13458,lessee,0,5757
15336,ercot,0,5758
14322,grasberg,0,5763
15221,convergys,0,5765
12630,nabors,0,5781
15582,seminis,0,5782
15791,pbg,0,5787
16552,tradenames,0,5794
15615,astellas,0,5807
14613,embarq,0,5817
15959,transferor,0,5820
16108,myozyme,0,5863
15551,bifurcate,0,5887
13957,anticline,0,5899
14455,paccar,0,5904
16302,nonprime,0,5909
14761,remicade,0,5924
16133,retentions,0,5940
13566,counterclaim,0,5953
15546,realogy,0,5964
16248,mexx,0,5975
15835,fabrazyme,0,6016
15830,vend,0,6041
15399,midcontinent,0,6069
16362,neulasta,0,6083
15533,minimis,0,6099
14194,quintiles,0,6100
15310,truvada,0,6103
16043,renagel,0,6106
16044,plr,0,6126
16328,eculizumab,0,6127
16334,dpuc,0,6128
14669,windstorms,0,6134
16371,unutilized,0,6143
14910,eletropaulo,0,6157
14884,lonza,0,6160
16174,childrenswear,0,6163
13653,dth,0,6196
13735,formulary,0,6200
15339,windchill,0,6249
15471,viread,0,6250
16237,atripla,0,6254
15344,misappropriate,0,6266
16563,remeasured,0,6269
13898,onofre,0,6278
15374,jvs,0,6280
15019,ecolab,0,6284
15700,imrt,0,6310
13834,ruehl,0,6368
15683,bge,0,6383
15466,npas,0,6385
16336,uncollateralized,0,6398
15170,rescissions,0,6423
16525,payor,0,6451
16232,abdc,0,6459
16189,skyworks,0,6464
16182,qsi,0,6467
15689,abandonments,0,6473
15721,containerboard,0,6480
16418,nmci,0,6491
15997,fundi,0,6493
15553,gener,0,6494
14693,yanacocha,0,6496
13998,leipziger,0,6501
16112,altix,0,6516
13823,potlatch,0,6522
16442,vois,0,6534
16066,synagis,0,6537
15079,nutritionals,0,6542
15349,oncor,0,6545
16053,multiemployer,0,6563
16426,hereto,0,6572
14512,brachytherapy,0,6573
15868,jackup,0,6581
15284,quadro,0,6597
14474,uncoated,0,6602
15887,ilim,0,6623
16421,asms,0,6644
16218,ramipril,0,6654
16098,licensors,0,6655
15637,unexercised,0,6679
14407,fcx,0,6690
16523,rhel,0,6693
15904,hli,0,6703
15696,tenke,0,6710
16017,bams,0,6738
14256,devry,0,6739
15630,comparables,0,6748
16304,epipen,0,6766
16505,footaction,0,6774
15923,acetabular,0,6779
15607,viad,0,6781
13460,favorability,0,6791
16275,certegy,0,6823
15467,centerpulse,0,6832
16554,escrowed,0,6850
15939,gics,0,6872
15925,holdback,0,6874
15996,forestlands,0,6878
15021,komag,0,6891
16514,protract,0,6928
14744,neupogen,0,6946
15639,chargeback,0,7012
16009,serp,0,7018
15313,memc,0,7019
15230,homecare,0,7022
16012,qualex,0,7042
15327,linage,0,7049
15480,lendingtree,0,7069
13530,clinique,0,7070
14948,therewith,0,7080
15095,hardboard,0,7089
15386,saucony,0,7100
16236,viacell,0,7114
14592,rodino,0,7135
15803,extrude,0,7166
13785,tricare,0,7175
15109,northwind,0,7180
15178,tradename,0,7182
14195,tripadvisor,0,7211
15237,astron,0,7212
15808,amergen,0,7222
16452,eesa,0,7225
16415,bioprocess,0,7237
15114,morenci,0,7240
15242,keybank,0,7241
16557,jdsu,0,7260
16409,alaris,0,7280
13404,carload,0,7283
16441,amchem,0,7293
15966,teppco,0,7298
16349,cryovac,0,7308
12713,dena,0,7320
15389,creamers,0,7332
14851,bardeen,0,7352
15289,cogen,0,7355
15123,unrecovered,0,7362
16560,americold,0,7386
14698,euribor,0,7393
15598,linerboard,0,7408
14726,bankcard,0,7412
16150,ambisome,0,7415
13467,sublet,0,7422
15102,oilwell,0,7427
15252,redevelopments,0,7431
14695,careerbuilder,0,7433
14526,syncrude,0,7443
13923,voisey,0,7444
15513,travelport,0,7456
16224,ccfc,0,7491
14850,jboss,0,7495
14433,benfield,0,7500
16054,talx,0,7505
16269,stratify,0,7513
14814,licensor,0,7519
16266,tskj,0,7532
14394,lessees,0,7533
16033,ingenix,0,7544
16113,bwe,0,7548
15377,broadvision,0,7589
14689,rentable,0,7594
14935,fpso,0,7595
15986,aftertax,0,7609
14218,electrophysiology,0,7644
15160,irix,0,7659
14540,kuhlman,0,7672
14072,rpms,0,7720
15713,supercede,0,7735
16156,alpharma,0,7756
16366,svedka,0,7762
15501,beteiligungs,0,7763
13185,mapp,0,7769
15652,distributable,0,7782
16542,intertan,0,7832
16372,hamaca,0,7867
14901,qatargas,0,7868
15045,insurgentes,0,7875
14856,airfreight,0,7884
15575,ikoma,0,7889
16477,nforce,0,7899
15066,toysrus.com,0,7900
16305,sbus,0,7918
15108,tria,0,7919
14035,lokey,0,7940
14169,boddington,0,7941
14408,eig,0,7948
13497,globex,0,7956
14989,lyondellbasell,0,7958
16484,unicare,0,7983
13537,preliminarily,0,7984
12997,reacquired,0,7998
14367,pravachol,0,8000
14657,worldspan,0,8025
15454,caspi,0,8026
15357,rmr,0,8027
12904,majeure,0,8033
15853,misstate,0,8035
15806,passu,0,8049
14632,stal,0,8073
15244,telcordia,0,8082
15276,downhole,0,8118
14855,endovascular,0,8139
13691,suse,0,8143
15424,ahafo,0,8145
15604,kilovolt,0,8147
16494,emtriva,0,8148
14143,risperdal,0,8159
15256,sygma,0,8162
15799,neuromodulation,0,8174
15448,commingle,0,8182
15687,noncredit,0,8183
14070,l.l.c.,0,8201
15715,crosslinked,0,8234
16547,mathsoft,0,8244
15255,hectoliter,0,8247
15741,subassemblies,0,8255
14248,cobre,0,8266
16042,cyclicality,0,8277
15314,particleboard,0,8290
15973,interrelate,0,8295
16037,wabush,0,8309
13828,fiserv,0,8324
13885,nrt,0,8330
16463,sunedison,0,8333
14936,taconite,0,8334
16264,amap,0,8335
16468,twia,0,8345
15281,thermography,0,8380
16183,sles,0,8393
15198,rems,0,8403
16149,handleman,0,8404
16355,rggi,0,8416
16238,nonaffiliated,0,8424
15874,unitholders,0,8429
16146,kbd,0,8443
15821,pharmacovigilance,0,8447
15519,clarinex,0,8448
16203,powderject,0,8469
15260,fastenal,0,8473
15023,efavirenz,0,8474
15390,hovensa,0,8479
16471,irus,0,8501
14652,sungard,0,8504
15608,berlex,0,8545
15895,toppan,0,8558
15757,amendable,0,8574
14420,aseptic,0,8581
13791,intron,0,8595
14159,underinsured,0,8621
15929,enodis,0,8634
13675,esas,0,8638
14499,hotwire,0,8639
16424,rrb,0,8642
12522,dkny,0,8671
13254,personals,0,8681
15077,cymbalta,0,8689
16088,ppas,0,8696
16028,qsr,0,8701
15984,piceance,0,8713
16470,crolles,0,8716
13126,loe,0,8718
15956,logcap,0,8719
15532,nextera,0,8726
15507,cessions,0,8735
15765,freesheet,0,8757
16111,leaseholds,0,8768
15920,extendible,0,8788
14478,ecns,0,8789
14783,germplasm,0,8801
15231,pneumoconiosis,0,8803
16413,amerisourcebergen,0,8804
16549,celerant,0,8810
15435,metris,0,8821
15678,pendency,0,8847
14914,geolocation,0,8861
15839,tgp,0,8864
14961,cona,0,8865
15847,observability,0,8883
16167,multibrand,0,8900
14886,skymiles,0,8913
15375,sustiva,0,8918
15788,ametek,0,8923
16154,deliverability,0,8924
15677,xoma,0,8926
16360,csxt,0,8928
15291,stamler,0,8933
15968,degreed,0,8935
16063,tcv,0,8937
15928,gmv,0,8945
14845,formularies,0,8965
15258,haynesville,0,8974
13996,shiraishi,0,8980
14458,bayu,0,8984
15943,undan,0,8985
15599,prepublication,0,8989
15468,mountainview,0,9002
15831,colona,0,9031
14804,arklow,0,9033
15884,seasonale,0,9034
15482,securitizing,0,9038
15620,nontaxable,0,9043
12462,menthol,0,9070
16196,steepen,0,9077
15199,lexar,0,9078
15669,underpayments,0,9083
13833,avnet,0,9087
14541,pleasants,0,9091
15823,oid,0,9107
15141,datacenter,0,9108
14999,kimco,0,9109
16565,newbuild,0,9110
15916,qsc,0,9111
16408,wmp,0,9125
16342,netscreen,0,9128
14131,pvi,0,9131
16212,ngh,0,9134
16582,decisioning,0,9137
13734,safford,0,9162
15994,subrogation,0,9166
15544,debarment,0,9171
15947,dbrs,0,9178
15026,eeprom,0,9182
14564,netjets,0,9204
16435,casm,0,9205
16091,peaker,0,9206
15020,mervyns,0,9234
15894,westmark,0,9235
15860,inotera,0,9237
15845,jti,0,9239
15634,nairi,0,9244
13749,boli,0,9258
14584,prana,0,9265
16216,dsos,0,9276
15778,amphenol,0,9286
15623,regasification,0,9292
16051,stoneville,0,9307
16013,injectables,0,9308
14639,effexor,0,9315
14747,procrit,0,9329
15912,sandora,0,9340
16517,a.j,0,9343
15680,gmh,0,9345
14939,continence,0,9350
15227,ppos,0,9365
14889,fabless,0,9371
15982,recapitalizations,0,9373
15988,photomask,0,9379
15343,bookham,0,9393
16291,intervenors,0,9395
12957,tanabe,0,9403
15490,hardcopy,0,9407
15192,loveridge,0,9409
14941,infiniband,0,9410
16448,lookback,0,9411
15817,aerostructures,0,9428
15353,ethicon,0,9433
14895,cig,0,9434
14828,ultrasparc,0,9442
14620,aquafina,0,9453
13631,unseasonable,0,9466
15398,syndications,0,9468
16461,unguaranteed,0,9479
15640,preprint,0,9491
14727,neckwear,0,9541
15257,destocking,0,9551
15063,leachate,0,9568
14442,aveda,0,9570
14781,molex,0,9585
16270,lifeworks,0,9586
15456,lastminute.com,0,9589
14479,guilbert,0,9592
16243,desford,0,9593
15921,osis,0,9596
16011,multiband,0,9601
14586,northshore,0,9606
15392,nonexclusive,0,9607
15786,soymilk,0,9609
13978,o'lakes,0,9611
14612,fabs,0,9634
14413,keds,0,9647
14004,zafirovski,0,9659
13207,antinori,0,9676
15036,salesforce,0,9691
15710,llcs,0,9692
15469,moodys,0,9699
16226,carbofuran,0,9703
14946,clopidogrel,0,9704
16240,campath,0,9714
14240,fuertes,0,9719
14921,proquest,0,9721
15269,chlor,0,9748
15746,mws,0,9781
15751,posilac,0,9788
14843,postpaid,0,9794
14794,onesource,0,9795
15193,donaldsonville,0,9796
15361,qnx,0,9814
15322,therm,0,9823
16139,emtricitabine,0,9824
15805,concerta,0,9825
14225,dhofar,0,9829
14809,norvasc,0,9832
14951,recalculation,0,9845
14750,decease,0,9849
13084,newkirk,0,9860
14235,fons,0,9870
14405,tencor,0,9884
15902,stumpage,0,9887
16032,nonstrategic,0,9889
16227,garyville,0,9892
14820,transdermal,0,9897
15243,tolerability,0,9902
15098,dus,0,9904
15981,ondemand,0,9908
15951,ftb,0,9915
15712,pgg,0,9916
15590,disaggregated,0,9921
14368,expedia.com,0,9932
16169,biosurgery,0,9934
13782,rosenbluth,0,9935
15776,omniture,0,9942
15492,doz,0,9944
16394,genex,0,9970
15543,multimode,0,9980
13159,neuro,0,9991
15744,years.the,0,9999
15855,cashflows,0,10029
16141,logix,0,10035
14706,unbranded,0,10075
15523,invista,0,10106
16332,rockmount,0,10107
16443,esps,0,10130
16173,reacquisition,0,10133
14938,dexamethasone,0,10138
15055,collocation,0,10142
16434,disaggregation,0,10174
16145,realtek,0,10188
14982,superba,0,10219
14779,betaseron,0,10232
15838,betaferon,0,10233
14823,recapitalized,0,10234
13703,spx,0,10241
13904,slk,0,10242
15080,libo,0,10243
15226,byetta,0,10245
15124,repriced,0,10249
16158,superalloys,0,10253
15213,fav,0,10254
15097,entravision,0,10264
16324,biopolymer,0,10265
14053,khrunichev,0,10272
15626,topamax,0,10274
14962,genesys,0,10278
15438,photomasks,0,10282
15883,multifoods,0,10290
15632,enterasys,0,10317
16395,gpw,0,10322
15459,reconsolidation,0,10324
14737,frac,0,10331
16282,temodar,0,10336
14923,occupancies,0,10342
15917,upgrader,0,10345
14829,guar,0,10375
15559,amapa,0,10377
14881,activewear,0,10378
13168,beene,0,10382
16131,duragesic,0,10394
14381,paclitaxel,0,10395
16397,dentsply,0,10406
12629,cranium,0,10418
16170,bisulfate,0,10420
15949,usao,0,10427
16083,preconstruction,0,10431
14763,zyrtec,0,10432
15384,cras,0,10435
15971,lifecycles,0,10444
16331,interexchange,0,10455
16317,electrowinning,0,10461
10394,comex,0,10462
14471,dermatological,0,10487
14388,driveshaft,0,10516
16280,sesh,0,10532
12339,eyewear,0,10533
16485,phosphogypsum,0,10537
14627,playskool,0,10544
13800,nerf,0,10545
16326,tiete,0,10549
16102,qlogic,0,10553
15452,equilon,0,10570
16528,underutilization,0,10573
16292,gullivers,0,10580
15819,videx,0,10581
15999,vernalis,0,10585
15025,alkermes,0,10589
15880,f.o.b,0,10590
16384,jdn,0,10593
16345,esrd,0,10603
15069,masonite,0,10613
16027,distil,0,10622
11627,scorpio,0,10623
15332,rituximab,0,10638
16121,sublicense,0,10639
14662,radian,0,10655
14842,stockmen,0,10658
12570,telerate,0,10671
15899,polyolefins,0,10684
16518,telesales,0,10686
14593,monkstown,0,10696
15034,coso,0,10697
15498,desulfurization,0,10708
14534,warfighter,0,10717
14414,overstock,0,10720
16533,sanfrancisco,0,10724
14609,motiva,0,10728
15574,tmk,0,10732
14136,citysearch,0,10740
16285,humalog,0,10750
16420,alimta,0,10751
16191,eyetech,0,10761
15345,jeanswear,0,10772
16185,replenishments,0,10780
15589,veloce,0,10781
15676,paymentech,0,10782
15542,eprex,0,10786
16023,sigmatel,0,10793
14180,nacelles,0,10799
13362,delmarva,0,10801
14908,gambro,0,10803
15166,pyxis,0,10804
16006,antegren,0,10805
15790,mapinfo,0,10807
16168,tcnj,0,10810
14567,pegaso,0,10811
15156,backdate,0,10814
15538,giftware,0,10817
14940,unreimbursed,0,10864
14371,adaptec,0,10881
15832,imas,0,10908
14528,skoal,0,10911
16147,capitated,0,10918
14264,tobi,0,10919
13598,cialis,0,10930
16041,vpg,0,10940
16225,taum,0,10945
15272,saltville,0,10948
14597,tenofovir,0,10951
15924,epoetin,0,10955
16059,topsides,0,10969
16128,hasp,0,10978
15504,ruffino,0,10979
12082,tatra,0,10980
15300,boyardee,0,10981
15688,commoditization,0,10992
14803,cuda,0,10999
15872,pentair,0,11025
16553,bolivares,0,11026
15254,mougins,0,11049
16524,prorate,0,11052
15288,yokkaichi,0,11054
15901,destine,0,11079
14807,rexam,0,11099
16486,mxp,0,11116
16449,palatin,0,11125
13869,almaden,0,11131
16106,prosa,0,11142
15747,centricity,0,11158
16250,myogen,0,11171
16361,dcma,0,11183
15171,ugs,0,11185
16217,reinvestments,0,11198
14307,wellbore,0,11213
16155,escrows,0,11220
13981,uncompensated,0,11241
14315,simvastatin,0,11242
15382,prescribers,0,11243
16071,nasonex,0,11244
16357,hyperinflationary,0,11253
14678,narrowband,0,11262
15557,beru,0,11267
16094,intal,0,11273
16290,thrombi,0,11283
14337,sprayer,0,11295
15417,apj,0,11302
16405,marinemax,0,11314
14631,franchisor,0,11315
16208,g.i,0,11316
14319,hemodialysis,0,11336
16035,dymo,0,11340
14991,resourcing,0,11361
16308,biosimilar,0,11371
15234,fumarate,0,11372
16491,tccc,0,11398
13929,pohlad,0,11402
14185,oti,0,11404
15578,dairyland,0,11405
15511,fuddruckers,0,11416
14585,leasable,0,11427
13955,grolsch,0,11451
15295,retrocession,0,11471
15954,domiciliary,0,11480
16574,caratinga,0,11493
15164,psoriatic,0,11495
15650,kenda,0,11500
14591,venturers,0,11509
16338,throughputs,0,11513
16427,ampco,0,11514
16454,fgic,0,11546
15505,perkinelmer,0,11567
14992,perrysburg,0,11571
14027,neurontin,0,11573
16101,uruguaiana,0,11579
15658,paychex,0,11589
13840,kori,0,11594
16504,kvs,0,11608
13808,cros,0,11614
15957,casden,0,11626
16047,levaquin,0,11640
15609,gmarket,0,11642
14733,bulova,0,11643
15682,relator,0,11650
15312,lyrica,0,11653
13261,woodhead,0,11659
16457,polymedica,0,11676
16363,cltv,0,11690
15657,cytogenetic,0,11703
15974,comparatives,0,11714
15191,s.r.l.,0,11729
15147,kidde,0,11741
15494,remanufacturing,0,11753
16419,novavax,0,11770
15329,runout,0,11778
16401,subtenant,0,11779
14472,ptl,0,11792
14859,benchmarked,0,11797
16490,revit,0,11798
14023,bcbg,0,11799
14542,bionics,0,11816
15815,cfds,0,11819
14422,debar,0,11824
13016,xigris,0,11831
15495,ariad,0,11832
16165,investama,0,11841
16578,gossan,0,11842
15708,recondition,0,11851
11822,renner,0,11856
16322,petrozuata,0,11860
16492,closeouts,0,11872
16072,tengelmann,0,11877
15621,commscope,0,11882
15643,transferee,0,11885
15813,venere,0,11889
15240,roxboro,0,11897
15360,chantix,0,11905
15173,reddi,0,11910
15556,labone,0,11915
14065,orthopaedics,0,11932
16526,resynchronization,0,11938
14861,presentment,0,11968
15476,wsj.com,0,11994
13112,sharps,0,12003
16077,xserve,0,12004
16109,cwl,0,12014
16202,disintermediation,0,12025
16279,pegylated,0,12027
14911,lightwave,0,12033
14251,consolidator,0,12039
15850,akg,0,12042
15158,upgradeable,0,12061
15896,lch.clearnet,0,12071
14446,percutaneous,0,12072
16122,lifesciences,0,12084
15180,herradura,0,12099
14271,midcourse,0,12105
13992,pepperidge,0,12114
15976,oin,0,12117
16096,unsaleable,0,12118
16036,rfg,0,12123
15624,akyem,0,12131
14303,bowne,0,12136
15690,sutent,0,12158
16575,wna,0,12159
15854,mwm,0,12160
14456,merrimac,0,12170
16464,desmopressin,0,12177
14971,capex,0,12179
15305,tradeshow,0,12189
16008,subheading,0,12192
15393,jiayu,0,12214
14287,merchandiser,0,12218
15550,tof,0,12236
16388,revalidation,0,12254
16024,chengshan,0,12258
14021,barbeque,0,12259
14165,recycler,0,12264
15128,spectacor,0,12274
14450,grantor,0,12278
15136,bernick,0,12303
16406,fttp,0,12307
14600,fiberboard,0,12310
15236,moratoria,0,12316
13925,paracel,0,12346
15622,skus,0,12351
16140,kollo,0,12353
15086,dungarees,0,12364
15969,brightmail,0,12372
15859,wiltel,0,12381
16550,mfps,0,12389
16568,wrb,0,12392
16095,costless,0,12405
15355,geismar,0,12408
13080,bullen,0,12410
14615,coder,0,12411
13306,fernald,0,12413
14003,velho,0,12417
13677,flatow,0,12420
15885,tpsa,0,12443
14330,kwidzyn,0,12445
15807,sightline,0,12450
12671,classifieds,0,12452
16368,randomize,0,12458
13728,filer,0,12468
12984,sigrid,0,12472
14062,winglets,0,12490
16258,drillship,0,12495
16543,firethorn,0,12496
14637,nxp,0,12498
15068,spondylitis,0,12513
15633,integrilin,0,12515
13426,sider,0,12530
14370,abrasives,0,12552
15612,transferability,0,12564
14608,hartshorne,0,12571
15898,markon,0,12577
13714,nephrology,0,12582
14967,radiosurgery,0,12585
16569,datapath,0,12589
15762,torto,0,12592
15046,vitex,0,12609
16437,masinloc,0,12611
16519,ipalco,0,12612
14156,orthodontics,0,12620
14749,gemzar,0,12630
14630,radiometer,0,12641
15766,overallotment,0,12648
16431,sistina,0,12654
15909,polyolefin,0,12657
15503,doga,0,12661
16536,mitek,0,12678
16383,skawina,0,12688
15042,savvis,0,12689
15613,montrouge,0,12692
15749,santafe,0,12698
15792,danet,0,12718
16179,leukine,0,12733
15526,alic,0,12741
14792,shopping.com,0,12744
12923,coutu,0,12748
15251,monotherapy,0,12753
16354,time.the,0,12756
14890,stackable,0,12763
14720,riverstone,0,12776
15455,underpay,0,12800
15878,documentum,0,12804
15263,labcorp,0,12810
12985,mosby,0,12819
16483,geodis,0,12827
11495,welder,0,12835
15378,borgwarner,0,12836
14550,joist,0,12853
16293,kwhs,0,12869
15907,ltda.,0,12888
15071,stereotactic,0,12899
14996,impoundments,0,12910
16002,enlow,0,12915
15820,davol,0,12918
16152,frr,0,12922
16417,galyan,0,12935
16143,peregrino,0,12942
15591,hugoton,0,12950
15500,ltm,0,12956
16572,pressurizer,0,12963
13544,grantee,0,12970
16164,lifescan,0,12979
16062,acuvue,0,12980
16411,smbs,0,12985
15372,elcho,0,12990
15222,mory,0,12992
16306,vivitrol,0,12993
16138,wiu,0,13005
16376,appro,0,13014
16556,scannable,0,13016
13777,tgs,0,13019
16375,citimortgage,0,13028
14519,bussell,0,13044
16512,bioenvision,0,13046
16078,reapplication,0,13047
16493,k.k,0,13055
15670,glenmorangie,0,13062
16393,depletions,0,13063
16314,trigen,0,13065
15499,hemostasis,0,13067
14644,wci,0,13073
13285,gilly,0,13091
14865,immingham,0,13123
13841,kashagan,0,13124
14182,slat,0,13125
15425,silviculture,0,13142
16520,u.s.military,0,13145
14964,st.louis,0,13146
15489,hematologic,0,13153
15800,wilmerhale,0,13154
13333,marvell,0,13165
13832,distributorship,0,13168
13343,codeshare,0,13171
15474,napp,0,13176
14273,multilayer,0,13177
14919,dewatering,0,13180
15426,manageability,0,13185
15662,compactors,0,13188
16046,jugos,0,13191
14353,dyna,0,13212
13607,highjump,0,13219
15962,assignees,0,13227
15298,uninsurable,0,13230
14743,ochsner,0,13248
15135,seren,0,13274
15541,digex,0,13277
16260,alborada,0,13292
15672,risperidone,0,13294
13850,intergroup,0,13295
16307,meraux,0,13298
15560,cozaar,0,13314
15932,dcps,0,13317
16153,energa,0,13318
13732,nanya,0,13319
15798,novar,0,13331
15998,qqq,0,13342
13473,antero,0,13346
14874,quickbooks,0,13369
14139,celgene,0,13393
15299,hematological,0,13394
14300,biomaterials,0,13395
16116,shareowner,0,13396
15593,trainmen,0,13430
15319,mfg,0,13441
15506,premcor,0,13464
15745,watl,0,13466
14530,nonconventional,0,13473
15286,uptime,0,13478
15660,synercid,0,13497
16127,lvl,0,13502
16530,dmas,0,13537
16330,khaos,0,13546
15290,libert,0,13564
16469,daptomycin,0,13570
15730,krop,0,13580
14397,teleservices,0,13584
15601,commoditized,0,13586
16374,nonmarketable,0,13587
13771,graco,0,13597
16086,aviall,0,13599
13215,ere,0,13606
16430,thereunto,0,13608
15812,telxon,0,13613
14010,fabricators,0,13622
16247,affinion,0,13623
15087,differentiator,0,13648
14282,olay,0,13650
16301,apixaban,0,13652
13652,wattenberg,0,13656
15342,sturman,0,13659
15965,lccs,0,13668
16567,fluoropolymer,0,13679
16527,esperion,0,13680
12324,arbuckle,0,13685
16382,alemtuzumab,0,13694
12499,messrs.,0,13707
15470,coinstar,0,13710
16160,abraxis,0,13711
15848,midwater,0,13717
15782,globalsantafe,0,13718
16501,niaspan,0,13725
16207,eamer,0,13730
15481,homegoods,0,13731
16206,reengineer,0,13748
14830,hundredweight,0,13766
15434,reddaway,0,13771
16466,enyce,0,13780
15264,remanufactured,0,13798
16082,transferees,0,13803
14372,huggies,0,13804
16230,metrica,0,13816
16535,lenel,0,13825
15941,vwd,0,13829
14416,laffan,0,13851
16197,j.d,0,13868
14676,sanchar,0,13877
15131,arris,0,13878
14786,clawback,0,13889
16364,lemonades,0,13919
16060,stackers,0,13921
15953,itw,0,13927
15443,sellable,0,13936
16445,annuitant,0,13944
15648,neurovascular,0,13945
15265,upturns,0,13946
16201,ekibastuz,0,13947
16181,assessable,0,13958
15022,anodes,0,13986
13408,geotechnical,0,13987
16231,vul,0,14001
15841,endodontic,0,14007
12307,conga,0,14011
16117,sifma,0,14025
16255,rbocs,0,14028
14578,erath,0,14037
12953,marra,0,14039
15451,tomah,0,14040
14785,zs,0,14053
15101,suntech,0,14058
12112,osr,0,14060
15065,peshtigo,0,14077
14193,fabry,0,14083
16265,replagal,0,14084
13437,xwb,0,14098
15245,inglenook,0,14104
14535,nul,0,14109
15759,unumprovident,0,14116
14164,ciprofloxacin,0,14120
16286,calmar,0,14122
16211,genencor,0,14125
15827,photronics,0,14130
14868,optimizer,0,14140
14623,prostatectomy,0,14144
16373,gdd,0,14146
15697,reloadable,0,14148
15341,cardioverter,0,14163
14605,gigawatt,0,14167
15368,tegra,0,14174
16495,nestl,0,14176
