,word,cluster,frequency_rank
12829,tcf,3,11165
15373,mwf,3,11166
11401,dw,3,11167
14566,nrb,3,11176
15851,ddh,3,11184
14604,gim,3,11196
14611,iru,3,11208
15030,npv,3,11215
15534,clecs,3,11233
15056,ofdm,3,11235
11079,mlc,3,11260
10718,icf,3,11294
13813,rdc,3,11301
11510,tibor,3,11313
15196,scap,3,11318
11801,sbi,3,11321
14338,mlr,3,11323
15279,mhra,3,11327
14834,prn,3,11351
14011,lmp,3,11363
10926,ccb,3,11373
11430,mda,3,11380
14977,psus,3,11381
10991,bmc,3,11383
11150,ecm,3,11384
14172,tdm,3,11394
12756,cmi,3,11408
13549,gcr,3,11414
15146,gct,3,11417
13424,srm,3,11420
13947,dsg,3,11433
11039,cda,3,11446
15142,trf,3,11470
11559,nsb,3,11477
12808,pvt,3,11483
15402,hibor,3,11508
16176,bcbs,3,11525
14470,sfs,3,11540
15704,tdu,3,11551
13459,mrap,3,11559
10629,gpo,3,11602
16162,ppip,3,11603
12146,spf,3,11605
15115,eab,3,11617
10141,rpf,3,11622
12241,pata,3,11624
14725,dcl,3,11644
11830,icbm,3,11651
13276,sparc,3,11656
8737,cpa,3,11663
14015,bsb,3,11665
12924,emp,3,11679
15427,isos,3,11688
13324,twu,3,11726
11735,pbl,3,11728
12160,pwc,3,11765
11419,asb,3,11766
14832,apv,3,11772
14403,flir,3,11773
12568,cpe,3,11783
12837,geospatial,3,11791
12290,cae,3,11820
16476,medpac,3,11823
8534,nhs,3,11852
14032,bndes,3,11868
12974,msha,3,11891
13702,sdram,3,11892
10463,pta,3,11898
15150,ncm,3,11903
15617,gme,3,11907
14907,aot,3,11909
14329,wip,3,11911
15117,dgp,3,11912
14793,uwc,3,11916
13174,gci,3,11930
14344,grb,3,11935
13873,smb,3,11957
15510,smm,3,11959
13128,mems,3,11977
15381,ccv,3,12007
14675,cgmp,3,12026
15009,rtos,3,12034
14703,dmd,3,12055
14189,msas,3,12056
15602,hrf,3,12063
13245,hse,3,12086
14672,tdr,3,12122
13806,gns,3,12130
13255,dda,3,12162
15739,ccrc,3,12163
14573,jdam,3,12169
11153,aec,3,12174
13705,smp,3,12187
14574,mif,3,12190
15420,egp,3,12199
11753,trc,3,12209
13600,ebi,3,12227
10599,sba,3,12229
9457,ticker,3,12231
8662,nap,3,12238
15727,ffg,3,12249
13103,abet,3,12257
14583,abx,3,12282
14625,lcp,3,12286
12156,ias,3,12317
11445,zloty,3,12318
8750,hq,3,12357
13951,fsi,3,12361
14190,lfa,3,12377
13422,cwt,3,12390
11843,bss,3,12398
10484,fd,3,12414
13125,tiaa,3,12427
14188,ofac,3,12439
13381,ltda,3,12455
13349,nocs,3,12484
15729,ccx,3,12521
14108,ctr,3,12537
12579,cvc,3,12554
14490,pib,3,12556
12458,mpci,3,12568
13590,iep,3,12596
13223,ibs,3,12622
15836,hwp,3,12638
13504,deca,3,12676
11765,gip,3,12702
14912,bgi,3,12708
11096,seiu,3,12710
16544,pwp,3,12716
10987,ade,3,12719
12887,perc,3,12745
13786,hdd,3,12746
14333,bbi,3,12771
14739,npi,3,12799
11622,ssa,3,12840
12573,etfs,3,12847
10043,interagency,3,12864
12682,aar,3,12884
14313,twc,3,12892
14192,asv,3,12903
14359,hsp,3,12916
15457,hba,3,12923
11746,ico,3,12934
12858,usps,3,12961
15064,adss,3,12967
13902,nii,3,12975
13668,inmarsat,3,12976
12701,alpa,3,12983
14149,dpc,3,13002
8306,npa,3,13013
15458,tfd,3,13026
15877,lgn,3,13039
8169,rfc,3,13040
14174,epb,3,13043
15493,dvp,3,13056
15261,eafe,3,13064
13618,cno,3,13083
14527,ifm,3,13100
15113,hfa,3,13136
13022,wm,3,13144
10571,mpm,3,13189
14205,pnds,3,13206
11578,phs,3,13237
12603,eri,3,13240
13817,designee,3,13249
15275,ffp,3,13260
12731,siv,3,13270
15668,gwf,3,13278
13183,bmp,3,13282
11669,eca,3,13284
14125,ral,3,13303
12882,nodal,3,13321
8873,sti,3,13322
15516,naag,3,13329
11120,cftc,3,13335
12815,fac,3,13347
10772,mpc,3,13349
14008,rsp,3,13360
10195,pms,3,13374
13583,rheumatology,3,13401
12225,nci,3,13457
9470,ism,3,13479
14988,osm,3,13490
15167,cftr,3,13506
14488,ratepayer,3,13530
10442,motocross,3,13545
12277,osa,3,13560
15127,bdk,3,13591
15189,lrs,3,13604
12849,sma,3,13615
11257,nsf,3,13617
12867,bds,3,13621
11969,cvp,3,13627
13406,ies,3,13658
13628,cmd,3,13662
14389,mcv,3,13666
14324,ctl,3,13674
13802,dra,3,13681
11613,cne,3,13688
12947,px,3,13699
14246,irr,3,13714
12264,ife,3,13722
14280,jct,3,13738
15561,cems,3,13768
13395,sezs,3,13796
13417,gmp,3,13800
9500,koruna,3,13807
15302,cfpa,3,13819
15862,pgms,3,13856
14640,tts,3,13887
15340,jca,3,13911
13764,cvo,3,13933
13289,fsv,3,13953
12438,soa,3,13954
14040,spv,3,13957
12470,arbitron,3,13971
14211,mli,3,13973
14596,dls,3,13977
12255,bcp,3,14000
10242,pacs,3,14004
15882,mcps,3,14014
15814,rsg,3,14033
11440,pca,3,14050
14475,etr,3,14070
16327,fcra,3,14085
11540,nlrb,3,14101
10890,ipa,3,14103
15720,epu,3,14106
11838,acf,3,14114
12216,aea,3,14119
16064,chh,3,14129
14503,marad,3,14131
13493,blt,3,14136
13672,oled,3,14202
14547,wfc,3,14222
13775,oxo,3,14233
13547,asus,3,14242
15169,osd,3,14251
12639,dtp,3,14254
12836,nse,3,14257
14245,forwarders,3,14259
12948,slc,3,14286
15363,eaf,3,14289
10824,gio,3,14291
13959,bsg,3,14297
14435,nics,3,14304
10227,dhs,3,14315
13501,nys,3,14325
14714,siac,3,14347
13883,tmp,3,14351
13230,schip,3,14352
12925,usp,3,14356
16157,eip,3,14449
13747,tsg,3,14458
15126,ncd,3,14471
12535,ncb,3,14479
14270,recs,3,14483
12897,imu,3,14485
11212,asd,3,14493
13907,kladno,3,14495
8915,msc,3,14499
13937,ckd,3,14521
13144,acr,3,14530
11998,jsa,3,14539
12236,btc,3,14562
15890,ifis,3,14568
14880,sfp,3,14583
13844,otu,3,14589
12750,aud,3,14600
12304,ndc,3,14607
14958,pims,3,14654
14387,etsi,3,14667
11814,usac,3,14697
9905,australasian,3,14700
15070,mvno,3,14708
14400,hpi,3,14722
13280,sra,3,14746
12776,pcf,3,14749
11033,upc,3,14751
10488,krona,3,14753
12090,iam,3,14756
16311,italicize,3,14771
14813,aadvantage,3,14779
13505,supercross,3,14782
15274,crj,3,14786
13532,nts,3,14803
14224,teg,3,14812
14215,mbt,3,14818
14655,idr,3,14833
13854,uspto,3,14843
14281,gca,3,14848
14748,nsd,3,14853
13917,hfcs,3,14854
11064,ais,3,14871
12257,eib,3,14873
14969,qdr,3,14875
14925,sdo,3,14887
13526,lba,3,14902
14821,weo,3,14903
12833,dcs,3,14912
13093,csd,3,14920
14081,bfs,3,14927
10774,ajc,3,14935
12814,htm,3,14945
8803,cfa,3,14954
14704,lha,3,14960
15203,markaz,3,14969
14296,dif,3,14976
15172,ddd,3,14981
16333,nasw,3,14985
15828,cfg,3,14989
13811,cboe,3,14999
15783,uim,3,15007
15326,decs,3,15027
14181,s.a,3,15070
13274,ligase,3,15087
15148,nhls,3,15097
12173,xxii,3,15103
11393,dispatchers,3,15120
13569,nasscom,3,15121
13162,misc,3,15122
13595,telematics,3,15194
12151,dma,3,15204
14089,srl,3,15213
16410,fhlbb,3,15226
13282,aai,3,15256
13515,nms,3,15304
14524,b.c,3,15325
15015,mbl,3,15329
11325,psd,3,15346
11287,dlc,3,15368
13718,cfd,3,15369
15385,rla,3,15383
11406,nar,3,15407
15287,etcs,3,15408
14736,cnl,3,15420
15176,lss,3,15424
12349,mcnaughton,3,15427
12920,msci,3,15446
12445,rtp,3,15456
12137,bma,3,15474
14582,jpm,3,15491
13564,rovigo,3,15514
15674,ocl,3,15519
13942,ecr,3,15521
14705,rrc,3,15523
14427,hsas,3,15530
14587,spacers,3,15532
9895,eac,3,15533
12375,cybersecurity,3,15535
15439,sbe,3,15541
13034,kurz,3,15553
14257,wlan,3,15559
14529,eal,3,15571
11777,pfa,3,15581
12201,cib,3,15611
14454,srg,3,15619
13387,consob,3,15620
14267,rsaf,3,15624
14699,pgi,3,15644
12709,tsf,3,15673
14691,qp,3,15682
13863,pso,3,15740
13123,metrology,3,15746
9264,fomc,3,15753
13877,mbps,3,15775
15521,biphenyl,3,15783
13090,chs,3,15811
12600,qs,3,15819
14177,iag,3,15821
12406,eda,3,15835
15761,rdcs,3,15868
13710,ecs,3,15873
14151,mrp,3,15893
14266,tep,3,15896
14290,kmc,3,15922
14766,rotorcraft,3,15940
12627,mrm,3,15986
14673,sarl,3,16021
13483,frc,3,16026
12005,src,3,16075
13961,fti,3,16114
14724,wgi,3,16130
12939,ess,3,16131
11259,mcg,3,16136
13824,psm,3,16148
13389,djia,3,16164
15039,hia,3,16177
10044,bsc,3,16178
15716,amcc,3,16196
14827,aioc,3,16198
15512,pscs,3,16199
14198,bcl,3,16200
14173,pco,3,16211
14557,lsp,3,16223
14094,acn,3,16229
14501,swf,3,16231
13687,sbb,3,16237
12415,cinematographers,3,16272
16467,chmp,3,16293
11726,emd,3,16314
14013,pge,3,16325
9735,dinar,3,16343
15594,kic,3,16374
15595,emac,3,16383
15228,cft,3,16434
9106,eos,3,16478
16323,jtrs,3,16491
14795,mids,3,16493
10885,oss,3,16504
9582,osha,3,16524
14301,hrm,3,16534
10632,cst,3,16548
15584,capm,3,16581
13781,sgx,3,16582
12372,nss,3,16589
13266,ipp,3,16601
15195,pmma,3,16616
16521,safc,3,16657
13428,rmt,3,16658
15347,lpp,3,16664
12703,nws,3,16691
13563,bsi,3,16692
15768,ppn,3,16713
13576,lans,3,16747
14103,thaad,3,16774
14424,ctg,3,16782
14954,fcr,3,16802
12296,prt,3,16822
14986,ipd,3,16825
12279,ipi,3,16831
15139,vsi,3,16832
15138,gpm,3,16854
16136,cofi,3,16855
8602,irb,3,16859
14071,cvr,3,16864
13191,enplanements,3,16867
11313,tdc,3,16873
14336,amraam,3,16884
13984,gss,3,16903
15418,gcp,3,16925
14716,prl,3,16937
14847,gri,3,16939
9054,coa,3,16942
15524,sdt,3,16946
15655,dhhs,3,16953
14731,mfp,3,16961
14974,tch,3,16984
15628,mde,3,16989
14467,ibt,3,16995
15359,apx,3,16996
13025,xxv,3,17018
13878,pnm,3,17026
14222,mimo,3,17060
6428,directorate,3,17061
16187,cfpb,3,17069
12373,gmo,3,17122
14153,gecas,3,17207
13881,ibca,3,17232
15151,isv,3,17251
14107,hbv,3,17285
13593,nal,3,17295
14544,nyce,3,17304
13527,tma,3,17307
15143,cios,3,17317
14243,fica,3,17329
11432,mtr,3,17341
13546,ufcw,3,17391
15915,sdd,3,17407
11606,imp,3,17412
15084,icsid,3,17433
12951,rds,3,17446
14536,fic,3,17454
12325,esl,3,17485
13384,avp,3,17518
11561,amicus,3,17521
13651,cpas,3,17524
14616,elas,3,17590
11964,wcc,3,17592
14617,ero,3,17628
14284,sdh,3,17656
14068,fsh,3,17666
15931,iig,3,17667
14633,umb,3,17675
15535,eor,3,17695
14504,pwm,3,17698
12899,mec,3,17707
9871,npd,3,17746
13739,infocomm,3,17753
16534,afic,3,17772
11397,mmd,3,17816
14520,utu,3,17821
13551,tce,3,17866
12780,etf,3,17953
14140,pru,3,17968
10427,rcmp,3,17985
12729,supercomputing,3,18016
15661,ustc,3,18036
12626,mpi,3,18037
16026,nle,3,18050
15706,pcaob,3,18079
14970,brs,3,18086
13601,rtm,3,18089
10616,opm,3,18143
11054,bia,3,18166
13920,rsv,3,18176
13977,jcc,3,18199
16058,isvs,3,18203
14041,cct,3,18238
15161,clf,3,18279
12398,usfl,3,18289
15945,hda,3,18296
14533,fpda,3,18321
11093,zlotys,3,18328
12940,downy,3,18331
14965,afe,3,18343
13476,dtc,3,18354
13847,bct,3,18363
16507,lri,3,18370
15563,bdl,3,18371
12187,cdf,3,18391
11021,afa,3,18399
10947,cng,3,18402
14304,ead,3,18406
14075,pae,3,18417
14390,hcr,3,18424
13134,atn,3,18426
12310,marimba,3,18433
14622,gfc,3,18473
14796,dde,3,18483
12812,faq,3,18488
9183,cbo,3,18521
10922,nia,3,18536
14097,bdm,3,18539
14603,nfib,3,18542
9170,isi,3,18546
14186,hdr,3,18568
14665,nfr,3,18577
14360,waas,3,18578
8727,mcc,3,18583
12311,tuc,3,18587
11247,fbs,3,18604
15816,erps,3,18613
14465,meti,3,18620
9422,cec,3,18623
13627,cag,3,18633
12727,eis,3,18637
11127,bsf,3,18651
12087,apl,3,18654
15407,jcg,3,18656
16481,otcbb,3,18678
14146,msd,3,18692
16416,cids,3,18700
16295,drms,3,18702
15157,ntd,3,18705
13751,efi,3,18740
12010,prr,3,18791
15282,thl,3,18851
13716,interregional,3,18852
14681,lti,3,18886
15529,ipcs,3,18892
12122,jlg,3,18894
14858,sve,3,18942
15875,tgn,3,18947
13872,fwa,3,18950
14837,jianlibao,3,19013
11425,hf,3,19027
15190,idx,3,19029
13679,gbc,3,19034
9843,mbe,3,19072
9520,nsc,3,19073
12485,eec,3,19083
12933,mbh,3,19117
14876,aktiengesellschaft,3,19118
11589,cwa,3,19127
13070,ura,3,19156
15606,vti,3,19165
15225,ftr,3,19176
7928,aba,3,19230
15987,lsl,3,19253
15278,feg,3,19261
14664,jda,3,19265
11370,hydrology,3,19273
14922,drp,3,19274
13219,cbk,3,19275
14209,hfc,3,19285
15600,ptf,3,19307
12048,nca,3,19321
10295,e.u.,3,19339
16242,ncps,3,19351
13906,iie,3,19362
13915,ecn,3,19391
13508,gsi,3,19392
11125,pfc,3,19413
15846,cprs,3,19416
15103,xbrl,3,19418
14099,pcg,3,19423
11523,shekel,3,19429
16039,nces,3,19456
15140,itd,3,19467
13862,bluestar,3,19492
13754,asn,3,19517
10414,qc,3,19525
14476,hic,3,19527
10850,pdc,3,19540
12511,snr,3,19542
11266,tva,3,19568
15057,ple,3,19579
10286,ncc,3,19597
13645,lta,3,19616
14740,cph,3,19628
14463,aag,3,19646
12315,lcc,3,19650
12480,grp,3,19656
14879,grs,3,19668
12721,mhp,3,19669
15356,opl,3,19671
14677,ncf,3,19709
16548,ieo,3,19715
15325,ires,3,19718
14310,raa,3,19719
15201,rbk,3,19727
13756,fcb,3,19738
14157,vsc,3,19742
16204,scms,3,19748
13291,inr,3,19757
14780,mbr,3,19758
13469,snc,3,19759
13212,ldc,3,19772
11231,cea,3,19785
15004,tdd,3,19875
11688,ofcom,3,19876
10363,svp,3,19887
14261,ptp,3,19915
13199,dpi,3,19919
15205,www.apple.com,3,19936
14712,calea,3,19947
11485,sepa,3,19969
14978,crisil,3,19989
10460,aap,3,19990
5411,rat,4,54
3521,sheet,4,286
857,paper,4,447
1903,flat,4,879
836,size,4,966
7138,vest,4,990
1405,steel,4,1028
597,light,4,1095
5793,float,4,1123
5376,shelf,4,1170
2808,print,4,1221
820,square,4,1295
1573,metal,4,1372
809,feet,4,1414
4684,tire,4,1458
2221,cap,4,1477
335,black,4,1498
4106,trademark,4,1508
2079,roll,4,1524
3487,spin,4,1556
4792,curve,4,1557
619,room,4,1559
2974,mill,4,1599
9179,caption,4,1704
1834,shop,4,1752
1871,tower,4,1756
8166,revolver,4,1823
1720,length,4,1843
453,front,4,1931
1036,floor,4,2081
4500,snap,4,2173
4669,trap,4,2203
3795,toy,4,2224
1526,machine,4,2263
1717,arm,4,2276
1858,iron,4,2285
3934,shorter,4,2288
1484,surface,4,2307
1400,foot,4,2308
1773,wood,4,2321
6307,surround,4,2362
3612,lock,4,2390
7823,reflective,4,2418
3350,furniture,4,2435
2101,soft,4,2545
1367,eye,4,2585
4142,monster,4,2604
3758,coat,4,2653
430,red,4,2722
4747,log,4,2723
1911,apartment,4,2751
2030,palm,4,2765
5225,crane,4,2786
1073,seat,4,2847
4840,collar,4,2854
4009,motorcycle,4,2867
3150,paint,4,2887
2972,frame,4,2936
3085,diamond,4,2940
1615,screen,4,2942
1612,color,4,2968
2350,plastic,4,2992
3698,ceiling,4,2997
1829,glass,4,3050
4164,precious,4,3097
8009,footprint,4,3113
2169,knee,4,3114
2351,narrow,4,3139
4073,tube,4,3216
777,blue,4,3219
5906,stack,4,3257
3715,inch,4,3329
2918,wire,4,3334
2453,smoke,4,3358
1265,box,4,3363
3986,meter,4,3455
2164,cool,4,3457
3829,tail,4,3491
3349,shield,4,3524
3307,hat,4,3634
1136,ice,4,3641
6303,mold,4,3682
4675,vertical,4,3689
3458,disc,4,3704
4198,pipe,4,3705
657,green,4,3715
3014,uniform,4,3780
2198,sky,4,3785
3065,pack,4,3792
7427,stainless,4,3811
1828,yellow,4,3853
1350,bar,4,3860
2933,wheel,4,3885
712,ball,4,3902
7519,boiler,4,3909
1438,edge,4,3936
1444,upper,4,3939
3418,seal,4,3953
3399,eagle,4,3970
2391,bed,4,3993
9683,tubular,4,4014
3718,cement,4,4041
4245,bath,4,4063
4966,rim,4,4067
5199,lean,4,4075
4328,protective,4,4100
4503,aluminum,4,4140
7370,insignia,4,4182
672,wall,4,4194
2953,swing,4,4264
3433,rocky,4,4271
4499,bore,4,4282
4885,vintage,4,4306
1931,shape,4,4356
3070,sand,4,4388
4346,basket,4,4408
7137,insert,4,4411
9586,spar,4,4428
1530,piece,4,4438
1867,hole,4,4463
5774,horizontal,4,4494
686,inside,4,4519
3737,pit,4,4525
1721,tree,4,4570
1240,silver,4,4585
4712,mask,4,4592
4408,jewelry,4,4669
8248,plywood,4,4764
3751,wet,4,4818
3545,pocket,4,4820
7176,tile,4,4835
2225,concrete,4,4840
3073,makeup,4,4859
3442,signature,4,4891
2571,tape,4,4894
8845,horseshoe,4,4897
5083,jeans,4,4906
5100,ink,4,4924
2819,dress,4,4972
1548,bottom,4,4976
4749,wrap,4,4977
3222,cat,4,4983
4968,arc,4,5076
5190,pad,4,5105
3546,crystal,4,5130
3277,rubber,4,5150
3610,burn,4,5153
5978,arrow,4,5207
5192,slope,4,5225
2518,roof,4,5259
6493,notch,4,5377
1921,hair,4,5404
4795,umbrella,4,5410
7038,strand,4,5438
4705,lawn,4,5457
4463,locker,4,5525
3692,mirror,4,5584
2687,plate,4,5590
2883,bag,4,5638
3712,oak,4,5679
6695,lateral,4,5694
4584,dig,4,5712
6283,decorative,4,5727
6787,softer,4,5777
8447,vertically,4,5798
4838,fabric,4,5815
4850,sink,4,5851
3955,tap,4,5852
2746,thin,4,5893
7242,asphalt,4,5900
8904,opaque,4,5910
2165,window,4,5993
6408,chassis,4,6071
6817,stride,4,6072
1403,stone,4,6121
1420,onto,4,6123
9441,mop,4,6330
4519,pin,4,6352
2458,shoulder,4,6359
3903,pickup,4,6362
5495,bug,4,6363
3202,plain,4,6365
2217,camera,4,6392
2442,shell,4,6436
8083,cabinets,4,6440
6060,capsule,4,6511
4867,carpet,4,6513
9913,sparkle,4,6532
4429,loop,4,6558
7254,groom,4,6578
4330,distinctive,4,6591
2154,wear,4,6625
4902,fold,4,6626
3818,deck,4,6767
2762,gate,4,6806
10348,taper,4,6825
3223,lap,4,6839
4875,bite,4,6857
5049,tightly,4,6858
6706,cushion,4,6864
5696,cylinder,4,6871
7349,dart,4,6888
2429,doors,4,6912
4571,diameter,4,6921
7927,interiors,4,6937
1460,dark,4,6938
4967,habit,4,6959
6749,cliffs,4,6976
5768,bolt,4,6993
4825,bits,4,7002
3031,tip,4,7014
3022,belt,4,7054
5163,armor,4,7131
5544,vinyl,4,7140
1869,ring,4,7188
7123,screw,4,7214
5829,melody,4,7263
4596,shoe,4,7285
6329,rack,4,7289
4251,columns,4,7292
5954,courtyard,4,7317
5271,exterior,4,7333
4256,dome,4,7365
9124,tarp,4,7375
3582,cloud,4,7399
5168,balloon,4,7426
8941,perpendicular,4,7432
2954,pole,4,7442
2950,clay,4,7472
4411,slim,4,7484
1239,door,4,7489
2877,yard,4,7498
6927,camel,4,7504
5923,brake,4,7553
10409,cavern,4,7586
4133,leaf,4,7612
7785,apex,4,7650
3305,desk,4,7670
4615,silk,4,7711
7680,quad,4,7794
4735,shallow,4,7795
4718,patch,4,7800
6086,cooler,4,7810
2021,orange,4,7871
4165,mouse,4,7886
2401,chair,4,7924
4060,pine,4,7978
5398,cone,4,8045
5631,liners,4,8051
4935,triangle,4,8070
5684,heavier,4,8089
5862,delight,4,8097
6471,hut,4,8133
3103,smooth,4,8184
3030,shirt,4,8185
2492,circle,4,8187
8827,yarn,4,8222
2983,rough,4,8225
6691,mat,4,8226
10028,conveyor,4,8232
5063,diamonds,4,8246
3190,gear,4,8263
9135,fiberglass,4,8264
8832,denim,4,8269
6043,salon,4,8270
3848,banner,4,8291
4326,deer,4,8292
7160,imprint,4,8298
6075,carriage,4,8388
6910,flare,4,8394
1809,flag,4,8398
9017,weave,4,8433
4758,leap,4,8466
9029,hardwood,4,8519
3723,cave,4,8528
6982,ceramic,4,8579
1812,trim,4,8628
4834,lighter,4,8730
9859,fittings,4,8738
7596,couture,4,8750
5075,specially,4,8797
5511,curtain,4,8838
14819,unrounded,4,8853
1685,corner,4,8895
1544,walk,4,8902
5724,width,4,8909
6803,quarry,4,8963
5141,hawk,4,8997
6007,crest,4,9004
6222,blades,4,9015
10637,upholstery,4,9027
3373,tear,4,9040
5536,blanket,4,9067
1156,wing,4,9069
3932,leather,4,9073
2573,stretch,4,9079
6226,foam,4,9082
9830,spade,4,9149
4184,garage,4,9173
7005,bucket,4,9230
7292,mosaic,4,9262
10159,fleece,4,9271
5541,granite,4,9281
4953,dot,4,9309
7728,vent,4,9317
4762,wash,4,9374
7932,nave,4,9391
2617,entrance,4,9398
8853,seam,4,9418
3793,devil,4,9419
6327,drift,4,9422
3837,mud,4,9425
5894,doll,4,9430
3987,logo,4,9459
5444,blade,4,9521
2405,gray,4,9530
5944,marker,4,9538
4056,bow,4,9567
7459,candle,4,9614
5358,lengths,4,9619
8232,axle,4,9661
3572,dust,4,9663
6059,dolls,4,9684
7016,arrows,4,9685
1914,mm,4,9820
9093,pall,4,9981
5028,circular,4,9994
1868,dog,4,10027
10977,matte,4,10043
7616,mesh,4,10063
7142,billboards,4,10085
6528,magnet,4,10148
4830,beam,4,10167
6038,canvas,4,10182
3327,shadow,4,10247
10550,washer,4,10262
5478,upside,4,10270
7455,lever,4,10312
3675,lobby,4,10329
9040,shovel,4,10388
3240,pink,4,10486
7113,mast,4,10505
10051,pouch,4,10527
4225,bike,4,10528
4977,coin,4,10529
4622,bare,4,10541
6328,pillars,4,10569
4960,bathroom,4,10643
7289,knit,4,10656
9217,prism,4,10657
6906,markers,4,10683
5420,gloves,4,10698
5661,spider,4,10731
6711,razor,4,10766
4988,flame,4,10767
9946,handbags,4,10770
6495,racer,4,10806
7479,chalk,4,10826
7429,harness,4,10828
7931,enclosure,4,10830
9156,lingerie,4,10845
3844,pen,4,10854
2708,stick,4,10865
7167,compass,4,10871
5062,elbow,4,10907
4279,cm,4,10972
5404,slate,4,11042
2444,empty,4,11087
6482,needle,4,11107
3502,brick,4,11134
5238,acoustic,4,11200
8712,sweaters,4,11224
3704,hull,4,11263
2770,inner,4,11284
9944,hoist,4,11324
6639,breeze,4,11339
6113,ladder,4,11341
4270,intact,4,11375
2955,bat,4,11393
5540,fountain,4,11400
7244,towel,4,11569
3768,tag,4,11591
5003,cart,4,11685
5847,nail,4,11692
7692,ceilings,4,11713
6103,stall,4,11717
7679,litter,4,11719
7239,metallic,4,11732
5220,knees,4,11813
4130,knock,4,11843
4843,blank,4,11887
5615,lightweight,4,11941
10163,diaper,4,11948
1455,leg,4,11973
5639,liner,4,12001
7822,stain,4,12013
6611,brace,4,12038
2975,clock,4,12104
8680,slabs,4,12152
6259,unfinished,4,12203
8828,showroom,4,12222
4318,hook,4,12295
8310,tray,4,12311
5103,dense,4,12347
7788,anterior,4,12421
4084,dragon,4,12486
6776,underwear,4,12487
6031,plaque,4,12514
4998,pile,4,12520
4757,lens,4,12529
7546,leopard,4,12531
8164,hips,4,12603
2583,mouth,4,12643
7454,rib,4,12658
3767,outer,4,12672
3426,beneath,4,12765
8116,halo,4,12872
5422,vault,4,12890
7828,desks,4,12927
3496,fence,4,12962
4581,twist,4,12973
4899,outfit,4,13093
9730,triangles,4,13149
4987,banners,4,13170
8150,rooftop,4,13175
7572,waterfall,4,13203
7691,canopy,4,13220
2897,visible,4,13236
6968,cardboard,4,13264
2387,guitar,4,13280
12045,cutout,4,13368
8000,scrub,4,13392
4661,turf,4,13405
7746,heap,4,13418
4912,brass,4,13459
4035,drag,4,13504
6425,gravel,4,13548
7527,pony,4,13559
8899,aft,4,13575
6323,partition,4,13618
8090,relic,4,13641
10140,veneer,4,13779
8242,slab,4,13813
5884,elevator,4,13826
3566,slip,4,13849
5909,shaft,4,13857
4289,punch,4,13904
5462,telescope,4,13912
8996,gloss,4,13974
8294,shave,4,14034
6466,graffiti,4,14035
2122,moon,4,14042
4582,trash,4,14113
12362,spinnaker,4,14121
7262,sleeve,4,14171
4248,hammer,4,14185
8978,strap,4,14248
7209,fabrics,4,14306
5773,surf,4,14323
6219,tooth,4,14336
5982,lip,4,14389
7439,rust,4,14393
4123,grip,4,14416
10114,prosthetic,4,14475
9204,haircut,4,14504
6948,chic,4,14534
9652,restroom,4,14549
6435,suv,4,14610
3901,tee,4,14645
6551,thread,4,14662
7767,choke,4,14691
8410,queue,4,14711
6459,aisle,4,14760
7319,haze,4,14844
11800,drape,4,14870
7560,toddler,4,14900
6364,pillar,4,15042
4196,ear,4,15064
10996,escalator,4,15149
3310,monument,4,15176
6129,envelope,4,15211
10396,mould,4,15221
5122,whip,4,15236
9338,snowboard,4,15269
4751,posters,4,15270
13341,inboard,4,15288
2449,hang,4,15307
7566,sharper,4,15324
7306,erect,4,15344
5323,poster,4,15351
8057,hose,4,15384
2710,rear,4,15397
6429,parachute,4,15398
5451,toilet,4,15415
4854,robot,4,15434
6198,dull,4,15457
8128,chrome,4,15499
7432,floral,4,15674
7977,tick,4,15684
10185,storefronts,4,15685
6626,wax,4,15688
8538,rug,4,15725
2619,height,4,15767
4291,photograph,4,15801
7171,trench,4,15847
2797,neck,4,15860
10342,skateboard,4,15871
12233,headroom,4,15878
8743,slit,4,15964
7270,pavement,4,15990
8994,rag,4,16019
3048,loose,4,16091
5679,caliber,4,16118
9207,bridal,4,16122
6211,antique,4,16144
10258,phalanx,4,16187
8358,javelin,4,16243
5756,limestone,4,16288
5145,boot,4,16341
5344,wheelchair,4,16358
12790,joists,4,16429
9429,smoother,4,16440
7396,outward,4,16441
12181,backboard,4,16465
4337,header,4,16476
4523,bicycle,4,16494
8051,ribbons,4,16502
8121,loom,4,16610
5033,costume,4,16683
7878,crease,4,16727
3855,teeth,4,16771
5097,roller,4,16829
5476,accent,4,16866
7637,sleeves,4,16993
12102,linoleum,4,17009
5769,sexy,4,17039
9247,rugs,4,17071
9210,tombstone,4,17081
8192,shuffle,4,17103
10523,bandage,4,17160
8798,lipstick,4,17178
8744,nylon,4,17215
4452,colour,4,17377
8079,mist,4,17378
5488,butt,4,17380
8365,armani,4,17438
7618,wallet,4,17451
4957,skull,4,17452
8859,walkers,4,17482
7117,jade,4,17517
6049,superman,4,17530
4199,purple,4,17538
8339,remnant,4,17554
5576,beard,4,17662
7170,splash,4,17766
4938,cage,4,17768
10675,stair,4,17813
6933,cube,4,17847
3697,finger,4,17900
4529,tin,4,17942
10825,shingle,4,17950
10263,antennae,4,17958
6241,chunk,4,17994
7764,snowy,4,18003
2558,bright,4,18051
4942,sheer,4,18105
10500,waterproof,4,18202
9070,mattresses,4,18261
6432,playground,4,18372
8455,patio,4,18408
9674,binder,4,18432
4092,burial,4,18462
