,word,freq,cluster
3001,indemnities,1.9808639046266758e-05,1
3004,installments,1.9761136314740938e-05,1
3056,lieu,1.9096098073379463e-05,1
3075,dip,1.8906087147276186e-05,1
3090,abandon,1.866857348964709e-05,1
3126,nnl,1.8193546174388892e-05,1
3151,fiduciary,1.7861027053708155e-05,1
3154,constrain,1.7813524322182338e-05,1
3156,accrete,1.7766021590656518e-05,1
3160,proxy,1.7671016127604878e-05,1
3167,claimants,1.7671016127604878e-05,1
3180,segregate,1.7576010664553238e-05,1
3193,abbott,1.74810052015016e-05,1
3195,outflow,1.743350246997578e-05,1
3229,oneok,1.7053480617769223e-05,1
3236,ncr,1.6958475154717583e-05,1
3275,pinnacle,1.653095057098521e-05,1
3281,sunrise,1.648344783945939e-05,1
3283,dpl,1.648344783945939e-05,1
3339,coach,1.596091779267537e-05,1
3364,impsat,1.5723404135046275e-05,1
3406,cbs,1.5390885014365537e-05,1
3446,writedowns,1.4963360430633162e-05,1
3467,will,1.4820852236055703e-05,1
3470,thereunder,1.4773349504529885e-05,1
3484,extinguish,1.4678344041478245e-05,1
3496,arrears,1.4583338578426606e-05,1
3505,declaration,1.4488333115374966e-05,1
3532,mcdonald,1.4298322189271689e-05,1
3534,cerc,1.4298322189271689e-05,1
3546,promissory,1.4203316726220049e-05,1
3556,resell,1.406080853164259e-05,1
3561,anniversary,1.4013305800116772e-05,1
3577,cendant,1.3918300337065132e-05,1
3604,domicile,1.3728289410961853e-05,1
3615,optional,1.3633283947910215e-05,1
3642,conduits,1.3348267558755298e-05,1
3671,ims,1.3110753901126199e-05,1
3684,differently,1.296824570654874e-05,1
3709,nols,1.2778234780445463e-05,1
3712,unconditional,1.2778234780445463e-05,1
3716,reject,1.2778234780445463e-05,1
3717,buyout,1.2778234780445463e-05,1
3718,palmsource,1.2778234780445463e-05,1
3723,waivers,1.2730732048919643e-05,1
3803,reservation,1.2208202002135627e-05,1
3838,southstar,1.197068834450653e-05,1
3871,txu,1.1733174686877432e-05,1
3888,overnight,1.1590666492299973e-05,1
3894,windstream,1.1590666492299973e-05,1
3895,calpine,1.1590666492299973e-05,1
3898,obligor,1.1543163760774153e-05,1
3912,differential,1.1448158297722515e-05,1
3913,contingently,1.1448158297722515e-05,1
3923,mci,1.1400655566196695e-05,1
3962,unencumbered,1.1163141908567598e-05,1
3965,wachovia,1.1163141908567598e-05,1
3984,northrop,1.1068136445515959e-05,1
3998,martin,1.0973130982464319e-05,1
4008,prompt,1.087812551941268e-05,1
4018,klein,1.087812551941268e-05,1
4027,franklin,1.078312005636104e-05,1
4077,treatments,1.0545606398731943e-05,1
4115,occasionally,1.0308092741102844e-05,1
4175,mandatorily,1.0023076351947927e-05,1
4180,pmcc,1.0023076351947927e-05,1
4214,buyback,9.78556269431883e-06,1
4261,usd,9.548049036689732e-06,1
4268,centex,9.548049036689732e-06,1
4281,jpmorgan,9.453043573638093e-06,1
4286,loews,9.453043573638093e-06,1
4293,secrets,9.358038110586455e-06,1
4306,vintage,9.310535379060635e-06,1
4315,prospectus,9.263032647534815e-06,1
4319,incidental,9.263032647534815e-06,1
4322,simple,9.263032647534815e-06,1
4323,osb,9.263032647534815e-06,1
4355,ciena,9.120524452957356e-06,1
4377,nol,8.978016258379897e-06,1
4433,disadvantage,8.69299986922498e-06,1
4437,admission,8.69299986922498e-06,1
4442,biogen,8.69299986922498e-06,1
4452,occasion,8.64549713769916e-06,1
4471,spe,8.597994406173342e-06,1
4475,cre,8.597994406173342e-06,1
4543,elan,8.265475285492605e-06,1
4586,semiannually,8.075464359389326e-06,1
4655,indeterminate,7.837950701760227e-06,1
4699,collectability,7.742945238708589e-06,1
4719,cnf,7.695442507182769e-06,1
4750,bwxt,7.55293431260531e-06,1
4780,marcellus,7.457928849553672e-06,1
4794,asr,7.410426118027852e-06,1
4795,greyhound,7.410426118027852e-06,1
4816,rsus,7.315420654976213e-06,1
4883,csx,7.1254097288729345e-06,1
4898,ceridian,7.077906997347115e-06,1
4901,collectible,7.030404265821295e-06,1
4910,kbr,7.030404265821295e-06,1
4932,avinza,6.982901534295476e-06,1
4933,purpa,6.982901534295476e-06,1
4940,registrations,6.935398802769656e-06,1
4973,unsubordinated,6.840393339718017e-06,1
5019,stipulate,6.745387876666378e-06,1
5029,statementsnote,6.745387876666378e-06,1
5030,pharmacia,6.745387876666378e-06,1
5039,desirable,6.697885145140559e-06,1
5044,genesis,6.697885145140559e-06,1
5060,commonwealth,6.650382413614739e-06,1
5104,nonconsolidated,6.50787421903728e-06,1
5109,allergan,6.50787421903728e-06,1
5152,monoclonal,6.412868755985641e-06,1
5187,ofheo,6.3178632929340016e-06,1
5250,abl,6.175355098356543e-06,1
5265,academic,6.127852366830724e-06,1
5291,demutualization,6.0803496353049045e-06,1
5315,ppg,6.0328469037790845e-06,1
5343,earliest,5.937841440727445e-06,1
5345,multicurrency,5.937841440727445e-06,1
5352,spansion,5.937841440727445e-06,1
5358,provident,5.937841440727445e-06,1
5362,rochester,5.890338709201626e-06,1
5377,notch,5.890338709201626e-06,1
5396,enrollments,5.842835977675807e-06,1
5416,mdt,5.795333246149987e-06,1
5499,prediction,5.557819588520889e-06,1
5511,overdrafts,5.5103168569950695e-06,1
5554,nonrecourse,5.41531139394343e-06,1
5579,outlay,5.367808662417611e-06,1
5582,clos,5.367808662417611e-06,1
5600,ussk,5.367808662417611e-06,1
5629,backstop,5.272803199365972e-06,1
5695,ltip,5.177797736314332e-06,1
5697,hereunder,5.177797736314332e-06,1
5701,amtc,5.177797736314332e-06,1
5705,monetization,5.130295004788513e-06,1
5760,columbus,5.082792273262693e-06,1
5817,embarq,4.9877868102110545e-06,1
5829,thomas,4.940284078685234e-06,1
5851,sink,4.892781347159415e-06,1
5879,avionics,4.845278615633595e-06,1
5884,solectron,4.797775884107776e-06,1
5987,suncor,4.655267689530317e-06,1
5993,window,4.607764958004498e-06,1
6011,irf,4.607764958004498e-06,1
6029,evergreen,4.560262226478678e-06,1
6033,unsettle,4.560262226478678e-06,1
6042,destinations,4.560262226478678e-06,1
6047,megabit,4.560262226478678e-06,1
6084,c.v.,4.465256763427039e-06,1
6096,mismatch,4.465256763427039e-06,1
6115,disburse,4.4177540319012194e-06,1
6120,nora,4.4177540319012194e-06,1
6143,unutilized,4.3702513003754e-06,1
6159,pexelizumab,4.3702513003754e-06,1
6167,administrators,4.32274856884958e-06,1
6172,compressor,4.32274856884958e-06,1
6186,underwriter,4.275245837323761e-06,1
6230,apartments,4.227743105797941e-06,1
6241,intrastate,4.227743105797941e-06,1
6246,og,4.227743105797941e-06,1
6273,valero,4.1802403742721216e-06,1
6344,startup,4.085234911220482e-06,1
6374,swaco,4.037732179694663e-06,1
6375,proactive,4.037732179694663e-06,1
6424,verispan,3.990229448168843e-06,1
6457,admit,3.942726716643024e-06,1
6460,usaf,3.942726716643024e-06,1
6580,avis,3.800218522065565e-06,1
6642,impute,3.705213059013926e-06,1
6652,activation,3.705213059013926e-06,1
6664,recoup,3.6577103274881066e-06,1
6703,hli,3.610207595962287e-06,1
6716,resold,3.610207595962287e-06,1
6722,genomic,3.610207595962287e-06,1
6747,irrespective,3.5627048644364673e-06,1
6760,westport,3.5627048644364673e-06,1
6770,brandywine,3.5627048644364673e-06,1
6775,mohave,3.5627048644364673e-06,1
6781,viad,3.5627048644364673e-06,1
6789,franc,3.5152021329106476e-06,1
6794,simulations,3.5152021329106476e-06,1
6807,repayable,3.5152021329106476e-06,1
6852,xiii,3.467699401384828e-06,1
6855,auditor,3.467699401384828e-06,1
6892,noark,3.467699401384828e-06,1
6894,pgl,3.467699401384828e-06,1
6918,inbound,3.4201966698590087e-06,1
6930,forbearance,3.4201966698590087e-06,1
6941,outlier,3.4201966698590087e-06,1
6954,cardholder,3.372693938333189e-06,1
6980,fnf,3.372693938333189e-06,1
6982,comp,3.372693938333189e-06,1
6988,wsb,3.372693938333189e-06,1
7010,increments,3.3251912068073694e-06,1
7021,credco,3.3251912068073694e-06,1
7037,carton,3.2776884752815497e-06,1
7075,dhc,3.2776884752815497e-06,1
7089,hardboard,3.2301857437557305e-06,1
7113,terrain,3.2301857437557305e-06,1
7115,carefusion,3.2301857437557305e-06,1
7117,registrar,3.2301857437557305e-06,1
7127,fpg,3.182683012229911e-06,1
7184,gla,3.135180280704091e-06,1
7201,newsday,3.135180280704091e-06,1
7216,taa,3.135180280704091e-06,1
7241,keybank,3.0876775491782715e-06,1
7247,interactions,3.0876775491782715e-06,1
7263,melody,3.0876775491782715e-06,1
7268,amsterdam,3.0401748176524523e-06,1
7308,cryovac,3.0401748176524523e-06,1
7358,cep,2.9926720861266326e-06,1
7388,bluecard,2.945169354600813e-06,1
7415,ambisome,2.945169354600813e-06,1
7419,introductory,2.8976666230749933e-06,1
7424,roles,2.8976666230749933e-06,1
7476,bancorp,2.8501638915491736e-06,1
7533,lessees,2.8026611600233544e-06,1
7558,crp,2.8026611600233544e-06,1
7602,nnc,2.7551584284975347e-06,1
7610,peacs,2.7551584284975347e-06,1
7620,hbus,2.7551584284975347e-06,1
7624,pfg,2.7551584284975347e-06,1
7637,payrolls,2.707655696971715e-06,1
7671,pari,2.707655696971715e-06,1
7678,photovoltaic,2.707655696971715e-06,1
7679,nc,2.707655696971715e-06,1
7695,wc,2.707655696971715e-06,1
7723,numerator,2.6601529654458954e-06,1
7724,appetite,2.6601529654458954e-06,1
7734,umc,2.6601529654458954e-06,1
7757,classa,2.6601529654458954e-06,1
7797,situate,2.612650233920076e-06,1
7870,forgive,2.5651475023942565e-06,1
7883,pnh,2.5651475023942565e-06,1
7890,ndt,2.517644770868437e-06,1
7911,bondholders,2.517644770868437e-06,1
7912,ads,2.517644770868437e-06,1
7929,psnc,2.517644770868437e-06,1
7931,oxford,2.517644770868437e-06,1
7934,locs,2.517644770868437e-06,1
7971,entremed,2.470142039342617e-06,1
8016,bfi,2.470142039342617e-06,1
8031,unreported,2.4226393078167975e-06,1
8071,ptnnt,2.4226393078167975e-06,1
8088,explicitly,2.3751365762909783e-06,1
8105,explanatory,2.3751365762909783e-06,1
8152,hemocue,2.3751365762909783e-06,1
8154,rwas,2.3751365762909783e-06,1
8158,dms,2.3751365762909783e-06,1
8190,assertions,2.3276338447651586e-06,1
8222,yarn,2.3276338447651586e-06,1
8247,hectoliter,2.3276338447651586e-06,1
8251,imclone,2.3276338447651586e-06,1
8311,cooperatives,2.280131113239339e-06,1
8322,ipps,2.280131113239339e-06,1
8366,nonforfeitable,2.2326283817135193e-06,1
8385,systematically,2.2326283817135193e-06,1
8406,zyps,2.2326283817135193e-06,1
8453,fhlbs,2.1851256501877e-06,1
8476,vpp,2.1851256501877e-06,1
8510,establishments,2.1376229186618804e-06,1
8514,mervyn,2.1376229186618804e-06,1
8541,margining,2.1376229186618804e-06,1
8544,sul,2.1376229186618804e-06,1
8548,threadneedle,2.1376229186618804e-06,1
8561,rss,2.1376229186618804e-06,1
8563,unqualified,2.0901201871360608e-06,1
8567,unilateral,2.0901201871360608e-06,1
8578,shippers,2.0901201871360608e-06,1
8601,jonah,2.0901201871360608e-06,1
8632,stratex,2.0901201871360608e-06,1
8649,njbpu,2.0901201871360608e-06,1
8652,bofa,2.0901201871360608e-06,1
8675,else,2.042617455610241e-06,1
8699,george,2.042617455610241e-06,1
8759,rpa,1.9951147240844215e-06,1
8764,tunisia,1.9951147240844215e-06,1
8770,castle,1.9951147240844215e-06,1
8809,pride,1.9951147240844215e-06,1
8855,fixture,1.9476119925586022e-06,1
8866,hereafter,1.9476119925586022e-06,1
8879,perfect,1.9476119925586022e-06,1
8894,prb,1.9476119925586022e-06,1
8920,sanitize,1.9476119925586022e-06,1
8933,stamler,1.9476119925586022e-06,1
8939,com,1.9001092610327826e-06,1
8981,planners,1.9001092610327826e-06,1
8990,preferential,1.9001092610327826e-06,1
8991,metaxalone,1.9001092610327826e-06,1
9110,newbuild,1.852606529506963e-06,1
9171,debarment,1.8051037979811435e-06,1
9190,downside,1.8051037979811435e-06,1
9213,mcelroy,1.8051037979811435e-06,1
9235,westmark,1.8051037979811435e-06,1
9247,puco,1.8051037979811435e-06,1
9256,harmless,1.7576010664553238e-06,1
9262,mosaic,1.7576010664553238e-06,1
9268,pd,1.7576010664553238e-06,1
9315,effexor,1.7576010664553238e-06,1
9351,gaapfinancial,1.7100983349295043e-06,1
9363,disregard,1.7100983349295043e-06,1
9369,uplc,1.7100983349295043e-06,1
9386,belanak,1.7100983349295043e-06,1
9445,mic,1.7100983349295043e-06,1
9469,nonpersonnel,1.6625956034036847e-06,1
9481,prepayable,1.6625956034036847e-06,1
9542,landsource,1.6625956034036847e-06,1
9557,sivs,1.6625956034036847e-06,1
9642,recharacterized,1.6150928718778652e-06,1
9646,qualitatively,1.6150928718778652e-06,1
9689,worlds,1.6150928718778652e-06,1
9757,substantiate,1.5675901403520456e-06,1
9786,principals,1.5675901403520456e-06,1
9826,epng,1.5675901403520456e-06,1
9894,repledge,1.5200874088262261e-06,1
9912,predictably,1.5200874088262261e-06,1
9937,smokey,1.5200874088262261e-06,1
9954,igcc,1.5200874088262261e-06,1
9960,arabian,1.5200874088262261e-06,1
9966,tbtu,1.5200874088262261e-06,1
10035,logix,1.4725846773004065e-06,1
10051,sblcs,1.4725846773004065e-06,1
10058,bemis,1.4725846773004065e-06,1
10069,redesignated,1.4725846773004065e-06,1
10188,realtek,1.4250819457745868e-06,1
10197,webmd,1.4250819457745868e-06,1
10210,impression,1.4250819457745868e-06,1
10272,khrunichev,1.4250819457745868e-06,1
10346,nominee,1.3775792142487674e-06,1
10365,energyplus,1.3775792142487674e-06,1
10407,earnout,1.3775792142487674e-06,1
10422,quake,1.3775792142487674e-06,1
10455,interexchange,1.3300764827229477e-06,1
10483,assets.the,1.3300764827229477e-06,1
10484,fortis,1.3300764827229477e-06,1
10507,compensationtransition,1.3300764827229477e-06,1
10565,dep,1.3300764827229477e-06,1
10569,pillars,1.3300764827229477e-06,1
10580,gullivers,1.3300764827229477e-06,1
10667,unfulfilled,1.2825737511971283e-06,1
10707,inference,1.2825737511971283e-06,1
10718,productions,1.2825737511971283e-06,1
10722,euroscreen,1.2825737511971283e-06,1
10737,precept,1.2825737511971283e-06,1
10753,loc,1.2825737511971283e-06,1
10765,chrm,1.2825737511971283e-06,1
10792,butler,1.2825737511971283e-06,1
10824,excel,1.2350710196713086e-06,1
10954,sep.,1.2350710196713086e-06,1
10972,cm,1.2350710196713086e-06,1
11079,destine,1.1875682881454892e-06,1
11111,hardlines,1.1875682881454892e-06,1
11198,reinvestments,1.1400655566196695e-06,1
11217,homebuilder,1.1400655566196695e-06,1
11240,elevation,1.1400655566196695e-06,1
11306,keytrade,1.1400655566196695e-06,1
11309,descriptive,1.1400655566196695e-06,1
11315,franchisor,1.1400655566196695e-06,1
11329,drgs,1.1400655566196695e-06,1
11330,ecfs,1.1400655566196695e-06,1
11358,compusa,1.1400655566196695e-06,1
11360,downreit,1.1400655566196695e-06,1
11387,repledged,1.1400655566196695e-06,1
11395,serverworks,1.1400655566196695e-06,1
11449,stp,1.09256282509385e-06,1
11464,edgar,1.09256282509385e-06,1
11495,psoriatic,1.09256282509385e-06,1
11502,combigan,1.09256282509385e-06,1
11530,occasional,1.09256282509385e-06,1
11543,seekers,1.09256282509385e-06,1
11544,matterscurrent,1.09256282509385e-06,1
11550,dsad,1.09256282509385e-06,1
11616,ameriprise,1.09256282509385e-06,1
11620,glacau,1.09256282509385e-06,1
11628,registrars,1.09256282509385e-06,1
11658,tahera,1.09256282509385e-06,1
11729,s.r.l.,1.0450600935680304e-06,1
11758,peng,1.0450600935680304e-06,1
11766,asb,1.0450600935680304e-06,1
11780,volunteer,1.0450600935680304e-06,1
11782,manpower,1.0450600935680304e-06,1
11811,ses,1.0450600935680304e-06,1
11844,annex,1.0450600935680304e-06,1
11890,kei,1.0450600935680304e-06,1
11912,dgp,1.0450600935680304e-06,1
11929,thrifts,9.975573620422107e-07,1
11991,competency,9.975573620422107e-07,1
11996,agreeable,9.975573620422107e-07,1
12015,partners',9.975573620422107e-07,1
12072,percutaneous,9.975573620422107e-07,1
12104,clock,9.975573620422107e-07,1
12119,semiannual,9.975573620422107e-07,1
12129,bromine,9.975573620422107e-07,1
12130,gns,9.975573620422107e-07,1
12154,ecovation,9.975573620422107e-07,1
12232,reissuance,9.500546305163913e-07,1
12322,modec,9.500546305163913e-07,1
12328,cigar,9.500546305163913e-07,1
12387,idc,9.500546305163913e-07,1
12410,bullen,9.500546305163913e-07,1
12418,macquarie,9.500546305163913e-07,1
12443,tpsa,9.500546305163913e-07,1
12455,ltda,9.025518989905717e-07,1
12466,skew,9.025518989905717e-07,1
12528,conceal,9.025518989905717e-07,1
12578,walnut,9.025518989905717e-07,1
12680,n.y.,9.025518989905717e-07,1
12702,gip,9.025518989905717e-07,1
12747,neurostimulation,8.550491674647522e-07,1
12790,loi,8.550491674647522e-07,1
12828,eminent,8.550491674647522e-07,1
12830,sandisk,8.550491674647522e-07,1
12959,sanwa,8.550491674647522e-07,1
12961,usps,8.550491674647522e-07,1
12975,nii,8.550491674647522e-07,1
12989,u.s.navy,8.550491674647522e-07,1
13001,mautz,8.550491674647522e-07,1
13030,sms,8.550491674647522e-07,1
13042,woodruf,8.550491674647522e-07,1
13058,dio,8.075464359389326e-07,1
13062,glenmorangie,8.075464359389326e-07,1
13078,million.at,8.075464359389326e-07,1
13115,stewardship,8.075464359389326e-07,1
13136,hfa,8.075464359389326e-07,1
13147,segmentinternational,8.075464359389326e-07,1
13165,marvell,8.075464359389326e-07,1
13218,lockout,8.075464359389326e-07,1
13252,transloading,8.075464359389326e-07,1
13259,gt,8.075464359389326e-07,1
13263,epichem,8.075464359389326e-07,1
13270,siv,8.075464359389326e-07,1
13284,eca,8.075464359389326e-07,1
13290,springdale,8.075464359389326e-07,1
13307,wilmorite,8.075464359389326e-07,1
13321,nodal,8.075464359389326e-07,1
13436,million.our,7.600437044131131e-07,1
13446,wi,7.600437044131131e-07,1
13531,arctic,7.600437044131131e-07,1
13588,nutrients,7.600437044131131e-07,1
13642,southstar's,7.600437044131131e-07,1
13662,cmd,7.600437044131131e-07,1
13711,abraxis,7.600437044131131e-07,1
13759,government's,7.125409728872934e-07,1
13763,reconfirm,7.125409728872934e-07,1
13772,immunology,7.125409728872934e-07,1
13787,briefly,7.125409728872934e-07,1
13800,gmp,7.125409728872934e-07,1
13824,general's,7.125409728872934e-07,1
13865,fabns,7.125409728872934e-07,1
13930,itlc,7.125409728872934e-07,1
13954,soa,7.125409728872934e-07,1
13963,ng,7.125409728872934e-07,1
13968,i.r.s,7.125409728872934e-07,1
13971,arbitron,7.125409728872934e-07,1
13972,weinstein,7.125409728872934e-07,1
14057,coleman,7.125409728872934e-07,1
14088,pcrc,7.125409728872934e-07,1
14112,dehydrate,7.125409728872934e-07,1
14122,calmar,7.125409728872934e-07,1
14165,jean,6.650382413614739e-07,1
14198,nesv,6.650382413614739e-07,1
14228,nejd,6.650382413614739e-07,1
14231,borehole,6.650382413614739e-07,1
14294,steven,6.650382413614739e-07,1
14295,worm,6.650382413614739e-07,1
14327,sediment,6.650382413614739e-07,1
14339,upreit,6.650382413614739e-07,1
14351,tmp,6.650382413614739e-07,1
14401,antidilutive,6.650382413614739e-07,1
14448,crime,6.650382413614739e-07,1
14459,verp,6.650382413614739e-07,1
14516,vance,6.650382413614739e-07,1
14529,serono,6.650382413614739e-07,1
14541,noxzema,6.650382413614739e-07,1
14542,goleta,6.650382413614739e-07,1
14562,btc,6.650382413614739e-07,1
14631,noninsurance,6.175355098356543e-07,1
14634,orientation,6.175355098356543e-07,1
14648,commissionable,6.175355098356543e-07,1
14688,ibook,6.175355098356543e-07,1
14706,blendstock,6.175355098356543e-07,1
14810,dekatherms,6.175355098356543e-07,1
14846,poker,6.175355098356543e-07,1
14873,eib,6.175355098356543e-07,1
14989,cfg,6.175355098356543e-07,1
15007,uim,6.175355098356543e-07,1
15029,signups,6.175355098356543e-07,1
15043,xpedx,6.175355098356543e-07,1
15050,rsis,6.175355098356543e-07,1
15054,celestica,5.700327783098347e-07,1
15055,gotemba,5.700327783098347e-07,1
15099,predict.these,5.700327783098347e-07,1
15101,cork,5.700327783098347e-07,1
15111,partner's,5.700327783098347e-07,1
15191,vague,5.700327783098347e-07,1
15220,www.csx.com,5.700327783098347e-07,1
15246,assemblers,5.700327783098347e-07,1
15273,unknowingly,5.700327783098347e-07,1
15286,nfsc,5.700327783098347e-07,1
15310,samueli,5.700327783098347e-07,1
15321,pulminiq,5.700327783098347e-07,1
15356,sharpie,5.700327783098347e-07,1
15379,binders,5.700327783098347e-07,1
15382,vwap,5.700327783098347e-07,1
15398,parachute,5.700327783098347e-07,1
15425,unreasonably,5.700327783098347e-07,1
15433,daytona,5.700327783098347e-07,1
15455,reputations,5.700327783098347e-07,1
15481,dhl,5.700327783098347e-07,1
15504,sellouts,5.700327783098347e-07,1
15527,washingtonpost.com,5.700327783098347e-07,1
15536,airdrome,5.700327783098347e-07,1
15559,wlan,5.700327783098347e-07,1
15599,sprintec,5.700327783098347e-07,1
15601,jetblue,5.700327783098347e-07,1
15693,unattractive,5.225300467840152e-07,1
15768,midamerican,5.225300467840152e-07,1
15778,tutor,5.225300467840152e-07,1
15868,rdcs,5.225300467840152e-07,1
15887,constrict,5.225300467840152e-07,1
15903,reborrowed,5.225300467840152e-07,1
15920,undepreciated,5.225300467840152e-07,1
15941,deprecation,5.225300467840152e-07,1
15965,kontiki,5.225300467840152e-07,1
15987,segments',5.225300467840152e-07,1
15995,plumbers,5.225300467840152e-07,1
16008,cro,5.225300467840152e-07,1
16012,vjo,5.225300467840152e-07,1
16014,cabot,5.225300467840152e-07,1
16043,pooh,5.225300467840152e-07,1
16062,alternators,5.225300467840152e-07,1
16135,ffel,5.225300467840152e-07,1
16167,stila,5.225300467840152e-07,1
16181,bioproduction,5.225300467840152e-07,1
16247,cubist,5.225300467840152e-07,1
16265,minolta,4.7502731525819564e-07,1
16279,america's,4.7502731525819564e-07,1
16280,transistors,4.7502731525819564e-07,1
16281,interfacing,4.7502731525819564e-07,1
16313,ame,4.7502731525819564e-07,1
16334,directors',4.7502731525819564e-07,1
16374,kic,4.7502731525819564e-07,1
16383,emac,4.7502731525819564e-07,1
16389,respectively.our,4.7502731525819564e-07,1
16401,ferrous,4.7502731525819564e-07,1
16428,bny,4.7502731525819564e-07,1
16440,smoother,4.7502731525819564e-07,1
16446,blackhawk,4.7502731525819564e-07,1
16457,viento,4.7502731525819564e-07,1
16462,defease,4.7502731525819564e-07,1
16632,bordonaro,4.7502731525819564e-07,1
16691,nws,4.7502731525819564e-07,1
16696,relinquishment,4.7502731525819564e-07,1
16761,acutely,4.7502731525819564e-07,1
16797,seeco,4.7502731525819564e-07,1
16818,demurrers,4.7502731525819564e-07,1
16922,lzaro,4.7502731525819564e-07,1
16949,rmcs,4.7502731525819564e-07,1
17033,radius,4.275245837323761e-07,1
17101,salespersons,4.275245837323761e-07,1
17143,bakken,4.275245837323761e-07,1
17174,vintagefinancial,4.275245837323761e-07,1
17213,revocable,4.275245837323761e-07,1
17279,eimco,4.275245837323761e-07,1
17297,patentability,4.275245837323761e-07,1
17343,bloomfield,4.275245837323761e-07,1
17366,qube,4.275245837323761e-07,1
17385,uboc,4.275245837323761e-07,1
17421,ppif,4.275245837323761e-07,1
17461,seawest,4.275245837323761e-07,1
17497,propertyii,4.275245837323761e-07,1
17515,extras,4.275245837323761e-07,1
17538,purple,4.275245837323761e-07,1
17689,fmap,4.275245837323761e-07,1
17695,eor,4.275245837323761e-07,1
17696,relaxer,4.275245837323761e-07,1
17708,solder,4.275245837323761e-07,1
17732,knopp,4.275245837323761e-07,1
17776,incre,3.8002185220655653e-07,1
17809,microsafe,3.8002185220655653e-07,1
17814,positives,3.8002185220655653e-07,1
17875,test.the,3.8002185220655653e-07,1
17907,pail,3.8002185220655653e-07,1
17928,tu,3.8002185220655653e-07,1
17948,insurers',3.8002185220655653e-07,1
17962,verview,3.8002185220655653e-07,1
17978,protectionclosed,3.8002185220655653e-07,1
17985,rcmp,3.8002185220655653e-07,1
18001,investee's,3.8002185220655653e-07,1
18016,supercomputing,3.8002185220655653e-07,1
18018,externalities,3.8002185220655653e-07,1
18033,undisbursed,3.8002185220655653e-07,1
18052,nice,3.8002185220655653e-07,1
18057,unusable,3.8002185220655653e-07,1
18082,conviction,3.8002185220655653e-07,1
18086,brs,3.8002185220655653e-07,1
18096,aquasafe,3.8002185220655653e-07,1
18122,riocan,3.8002185220655653e-07,1
18213,compliment,3.8002185220655653e-07,1
18237,hilgraeve,3.8002185220655653e-07,1
18270,broadridge,3.8002185220655653e-07,1
18280,cdn.,3.8002185220655653e-07,1
18311,.jobs,3.8002185220655653e-07,1
18315,arnold,3.8002185220655653e-07,1
18325,seller's,3.8002185220655653e-07,1
18333,edelap,3.8002185220655653e-07,1
18351,bhipp,3.8002185220655653e-07,1
18361,wintergreen,3.8002185220655653e-07,1
18443,www.intc.com,3.8002185220655653e-07,1
18446,toshiba.the,3.8002185220655653e-07,1
18502,ppic,3.8002185220655653e-07,1
18512,synpac,3.8002185220655653e-07,1
18514,med,3.8002185220655653e-07,1
18525,mex,3.8002185220655653e-07,1
18532,dietary,3.8002185220655653e-07,1
18536,nia,3.8002185220655653e-07,1
18540,liposome,3.8002185220655653e-07,1
18547,manganese,3.8002185220655653e-07,1
18560,odyssey,3.8002185220655653e-07,1
18594,nonpatient,3.8002185220655653e-07,1
18618,simulators,3.8002185220655653e-07,1
18620,meti,3.8002185220655653e-07,1
18625,ccfcp,3.8002185220655653e-07,1
18645,mibrag,3.8002185220655653e-07,1
18665,erbitux,3.8002185220655653e-07,1
18667,netapp,3.8002185220655653e-07,1
18668,trigon,3.8002185220655653e-07,1
18683,tripath,3.8002185220655653e-07,1
18694,wrestle,3.8002185220655653e-07,1
18719,valero's,3.8002185220655653e-07,1
18729,retract,3.3251912068073693e-07,1
18794,axa,3.3251912068073693e-07,1
18822,kitting,3.3251912068073693e-07,1
18825,intec,3.3251912068073693e-07,1
18826,durbin,3.3251912068073693e-07,1
18832,business.in,3.3251912068073693e-07,1
18849,glycoprotein,3.3251912068073693e-07,1
18852,interregional,3.3251912068073693e-07,1
18896,muskeg,3.3251912068073693e-07,1
18928,relentless,3.3251912068073693e-07,1
18972,redelivered,3.3251912068073693e-07,1
19028,osi,3.3251912068073693e-07,1
19029,idx,3.3251912068073693e-07,1
19044,s.c.,3.3251912068073693e-07,1
19053,ikb,3.3251912068073693e-07,1
19102,snfs,3.3251912068073693e-07,1
19139,dansville,3.3251912068073693e-07,1
19217,idea,3.3251912068073693e-07,1
19233,terfco,3.3251912068073693e-07,1
19237,dentistry,3.3251912068073693e-07,1
19249,reprocess,3.3251912068073693e-07,1
19273,hydrology,3.3251912068073693e-07,1
19306,concede,3.3251912068073693e-07,1
19331,unload,3.3251912068073693e-07,1
19375,migraines,3.3251912068073693e-07,1
19449,freewest,3.3251912068073693e-07,1
19466,peacekeeping,3.3251912068073693e-07,1
19491,trilegiant,3.3251912068073693e-07,1
19493,kddi,3.3251912068073693e-07,1
19511,iomega,3.3251912068073693e-07,1
19533,fcc's,3.3251912068073693e-07,1
19569,powersports,3.3251912068073693e-07,1
19610,maryland.pepco,3.3251912068073693e-07,1
19658,watsco,3.3251912068073693e-07,1
19701,csfb,3.3251912068073693e-07,1
19747,netli,3.3251912068073693e-07,1
19763,eiap,3.3251912068073693e-07,1
19769,huangpu,2.850163891549174e-07,1
19848,s.ar.l,2.850163891549174e-07,1
19858,noncriticized,2.850163891549174e-07,1
19887,svp,2.850163891549174e-07,1
19893,senators,2.850163891549174e-07,1
19897,dcomposition,2.850163891549174e-07,1
